Id,FullName,KnownName,Nationality,ShirtNumber,PreferredFoot,TeamId,PhotoUrl,Position,CreatedAt,UpdatedAt
6701,Joan Jordán Moreno,Joan Jordán Moreno,Spain,8,Right,2,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6702,David Rodríguez Lombán,David Rodríguez Lombán,Spain,22,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6703,Christian Rivera Hernández,Christian Rivera Hernández,Spain,6,Right,2,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6704,Theo Bernard François Hernández,Theo Bernard François Hernández,France,19,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6705,José Ángel Valdés Díaz,José Ángel Valdés Díaz,Spain,15,Left,2,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6706,Francisco Casilla Cortés,Francisco Casilla Cortés,Spain,13,Right,2,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6707,Charles Días Barbosa de Oliveira,Charles Días Barbosa de Oliveira,Brazil,19,Right,2,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6708,Paulo André Rodrigues de Oliveira,Paulo André Rodrigues de Oliveira,Portugal,12,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6709,Anaitz Arbilla Zabala,Anaitz Arbilla Zabala,Spain,23,Left,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6710,Rubén Peña Jiménez,Rubén Peña Jiménez,Spain,20,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6711,Enrique García Martínez,Enrique García Martínez,Spain,17,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6712,Gonzalo Escalante,Gonzalo Escalante,Argentina,5,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6713,Diego Javier Llorente Ríos,Diego Javier Llorente Ríos,Spain,3,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6714,Paulo Henrique Chagas de Lima,Paulo Henrique Chagas de Lima,Brazil,19,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6715,Guido Hernán Pizarro,Guido Hernán Pizarro,Argentina,14,Right,2,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6716,Sébastien Corchia,Sébastien Corchia,France,2,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6717,Johannes Geis,Johannes Geis,Germany,12,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6718,Sergio Escudero Palomo,Sergio Escudero Palomo,Spain,18,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6719,Franco Damián Vázquez,Franco Damián Vázquez,Argentina,22,Left,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6720,Pablo Sarabia García,Pablo Sarabia García,Spain,17,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6721,Willian José da Silva,Willian José da Silva,Brazil,9,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6722,David Soria Solís,David Soria Solís,Spain,13,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6723,Wissam Ben Yedder,Wissam Ben Yedder,France,9,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6724,Manuel Agudo Durán,Manuel Agudo Durán,Spain,9,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6725,Zakaria Bakkali,Zakaria Bakkali,Belgium,18,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6726,Enzo Alan Zidane Fernández,Enzo Alan Zidane Fernández,France,21,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6727,Raúl Albentosa Redal,Raúl Albentosa Redal,Spain,6,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6728,Federico Nicolás Cartabia,Federico Nicolás Cartabia,Argentina,9,Right,2,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6729,Guilherme dos Santos Torres,Guilherme dos Santos Torres,Brazil,20,Left,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6730,Rubén Iván Martínez Andrade,Rubén Iván Martínez Andrade,Spain,13,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6731,Florin Andone,Florin Andone,Romania,10,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6732,Lucas Pérez Martínez,Lucas Pérez Martínez,Spain,7,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6733,Pedro Mosquera Parada,Pedro Mosquera Parada,Spain,5,Left,2,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6734,Luis Carlos Correia Pinto,Luis Carlos Correia Pinto,Portugal,16,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6735,Adrián López Álvarez,Adrián López Álvarez,Spain,20,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6736,Álvaro Medrán Just,Álvaro Medrán Just,Spain,23,Left,2,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6737,Alfonso Pedraza Sag,Alfonso Pedraza Sag,Spain,24,Right,2,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6738,Juan Francisco Moreno Fuertes,Juan Francisco Moreno Fuertes,Spain,2,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6739,Diego Alejandro Rolan Silva,Diego Alejandro Rolan Silva,Uruguay,4,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6740,Gonzalo Castro Irizábal,Gonzalo Castro Irizábal,Uruguay,11,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6741,Ignasi Miquel i Pons,Ignasi Miquel i Pons,Spain,21,Left,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6742,Sergio Gontán Gallardo,Sergio Gontán Gallardo,Spain,24,Left,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6743,Manuel Rolando Iturra Urrutia,Manuel Rolando Iturra Urrutia,Chile,6,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6744,Luciano Vietto,Luciano Vietto,Argentina,8,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6745,Mehdi Lacen,Mehdi Lacen,Algeria,8,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6746,Gabriel Armando de Abreu,Gabriel Armando de Abreu,Brazil,5,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6748,Ferrán Torres García,Ferrán Torres García,Spain,20,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6749,Diego González Polanco,Diego González Polanco,Spain,34,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6751,Javier Fuego Martínez,Javier Fuego Martínez,Spain,19,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6752,Víctor Ruíz Torre,Víctor Ruíz Torre,Spain,6,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6753,Daniel Raba Antolín,Daniel Raba Antolín,Spain,22,Right,2,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6754,David López Silva,David López Silva,Spain,15,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6755,Sergio Asenjo Andrés,Sergio Asenjo Andrés,Spain,1,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6756,Marc Navarro Ceciliano,Marc Navarro Ceciliano,Spain,2,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6757,Aarón Martín Caricol,Aarón Martín Caricol,Spain,19,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6758,Víctor Sánchez Mata,Víctor Sánchez Mata,Spain,4,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6759,Roberto Soriano,Roberto Soriano,Italy,20,Right,2,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6760,Enes Ünal,Enes Ünal,Turkey,10,Left,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6761,Leonardo Carrilho Baptistão,Leonardo Carrilho Baptistão,Brazil,11,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6762,Álvaro González Soberón,Álvaro González Soberón,Spain,3,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6763,Pablo Daniel Piatti,Pablo Daniel Piatti,Argentina,19,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6764,Pablo Fornals Malla,Pablo Fornals Malla,Spain,8,Left,2,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6765,Rodrigo Hernández Cascante,Rodrigo Hernández Cascante,Spain,14,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6766,Gerard Moreno Balaguero,Gerard Moreno Balaguero,Spain,7,Left,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6767,Sergio García De La Fuente,Sergio García De La Fuente,Spain,9,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6768,Diego López Rodríguez,Diego López Rodríguez,Spain,13,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6769,Edinaldo Gomes Pereira,Edinaldo Gomes Pereira,Brazil,5,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6770,Esteban Félix Granero Molina,Esteban Félix Granero Molina,Spain,23,Left,2,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6771,Manuel Trigueros Muñoz,Manuel Trigueros Muñoz,Spain,14,Left,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6772,Mario Gaspar Pérez Martínez,Mario Gaspar Pérez Martínez,Spain,2,Left,2,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6773,Federico Santiago Valverde Dipetta,Federico Santiago Valverde Dipetta,Uruguay,15,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6774,Borja Valle Balonga,Borja Valle Balonga,Spain,19,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6775,Daniel García Carrillo,Daniel García Carrillo,Spain,14,Left,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6776,David Juncà Reñé,David Juncà Reñé,Spain,17,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6777,Sidnei Rechel da Silva Júnior,Sidnei Rechel da Silva Júnior,Brazil,12,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6778,Iván Ramis Barrios,Iván Ramis Barrios,Spain,4,Right,2,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6779,Emre Çolak,Emre Çolak,Turkey,8,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6780,Iván López Álvarez,Iván López Álvarez,Spain,14,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6781,Raúl Fernández-Cavada Mateos,Raúl Fernández-Cavada Mateos,Spain,1,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6782,Enis Bardhi,Enis Bardhi,"Macedonia, Republic of",10,Right,2,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6783,Samuel García Sánchez,Samuel García Sánchez,Spain,7,Right,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6784,Antonio García Aranda,Antonio García Aranda,Spain,3,Left,2,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6785,Yassine Bounou,Yassine Bounou,Morocco,13,Right,2,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6786,David Timor Copoví,David Timor Copoví,Spain,24,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6787,Pedro López Muñoz,Pedro López Muñoz,Spain,19,Right,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6788,Xabier Etxeita Gorritxategi,Xabier Etxeita Gorritxategi,Spain,4,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6789,Mikel Balenziaga Oruesagasti,Mikel Balenziaga Oruesagasti,Spain,24,Right,2,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6790,Mario Hermoso Canseco,Mario Hermoso Canseco,Spain,22,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6791,Javier López Rodríguez,Javier López Rodríguez,Spain,16,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6792,Pau López Sabata,Pau López Sabata,Spain,13,Left,2,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6794,Gustavo Daniel Cabral Cáceres,Gustavo Daniel Cabral Cáceres,Argentina,22,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6795,Rubén Blanco Veiga,Rubén Blanco Veiga,Spain,13,Left,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6796,Nemanja Radoja,Nemanja Radoja,Serbia,5,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6797,Daniel Wass,Daniel Wass,Denmark,18,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6798,Stanislav Lobotka,Stanislav Lobotka,Slovakia,14,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6799,Brais Méndez Portela,Brais Méndez Portela,Spain,23,Left,2,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6800,Carles Gil de Pareja Vicent,Carles Gil de Pareja Vicent,Spain,11,Right,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6801,Pedro Pablo Hernández,Pedro Pablo Hernández,Chile,8,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6802,Jonathan Castro Otto,Jonathan Castro Otto,Spain,19,Right,2,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6803,Emre Mor,Emre Mor,Turkey,11,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6804,Sergi Gómez Solà,Sergi Gómez Solà,Spain,3,Right,2,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6805,Hugo Mallo Novegil,Hugo Mallo Novegil,Spain,2,Right,2,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6806,Shaquell Moore,Shaquell Moore,United States of America,26,Right,2,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6807,Roberto Suárez Pier,Roberto Suárez Pier,Spain,4,Right,2,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6808,Alexander Mesa Travieso,Alexander Mesa Travieso,Spain,23,Right,2,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6809,Erick Cathriel Cabaco Almada,Erick Cathriel Cabaco Almada,Uruguay,3,Left,2,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6810,José Manuel Arnáiz Díaz,José Manuel Arnáiz Díaz,Spain,16,Left,2,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6821,Jesús Navas González,Jesús Navas González,Spain,16,Right,2,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6822,Carlos Joaquín Correa,Carlos Joaquín Correa,Argentina,11,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6823,Sergio Rico González,Sergio Rico González,Spain,1,Right,2,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6824,Lionel Jules Carole,Lionel Jules Carole,France,3,Right,1,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6825,Daniel Filipe Martins Carriço,Daniel Filipe Martins Carriço,Portugal,6,Left,1,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6826,Clément Lenglet,Clément Lenglet,France,15,Right,1,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6827,Daniele Bonera,Daniele Bonera,Italy,23,Left,1,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6828,Jaume Vicent Costa Jordá,Jaume Vicent Costa Jordá,Spain,21,Right,1,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6829,Samuel Castillejo Azuaga,Samuel Castillejo Azuaga,Spain,10,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6830,Facundo Sebastián Roncaglia,Facundo Sebastián Roncaglia,Argentina,12,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6831,Francisco Javier Guerrero Martín,Francisco Javier Guerrero Martín,Spain,27,Left,1,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6832,Rubén Castro Martín,Rubén Castro Martín,Spain,24,Right,1,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6833,Martín Maximiliano Mantovani,Martín Maximiliano Mantovani,Argentina,5,Left,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6834,Gerard Gumbau Garriga,Gerard Gumbau Garriga,Spain,6,Right,1,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6835,Alin Dorinel Toșca,Alin Dorinel Toșca,Romania,21,Right,1,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6836,Francisco Javier García Fernández,Francisco Javier García Fernández,Spain,3,Right,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6837,Mauro Javier Dos Santos,Mauro Javier Dos Santos,Argentina,16,Right,1,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6838,Hernán Arsenio Pérez González,Hernán Arsenio Pérez González,Paraguay,17,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6839,Daniel Alejandro Torres Rojas,Daniel Alejandro Torres Rojas,Colombia,16,Right,1,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6840,Marcos Llorente Moreno,Marcos Llorente Moreno,Spain,14,Right,1,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6841,Víctor Machín Pérez,Víctor Machín Pérez,Spain,20,Right,1,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6842,Iker Muniain Goñi,Iker Muniain Goñi,Spain,10,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6843,Esteban Rolón,Esteban Rolón,Argentina,5,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6844,Federico Ricca Rostagnol,Federico Ricca Rostagnol,Uruguay,15,Right,1,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6845,Ager Aketxe Barrutia,Ager Aketxe Barrutia,Spain,23,Right,1,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6846,Andreas Hoelgebaum Pereira,Andreas Hoelgebaum Pereira,Brazil,11,Right,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6847,Adalberto Peñaranda Maestre,Adalberto Peñaranda Maestre,Venezuela (Bolivarian Republic),16,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6848,Andrés Tomás Prieto Albert,Andrés Tomás Prieto Albert,Spain,1,Left,1,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6849,Lucas Digne,Lucas Digne,France,19,Right,1,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6851,Aitor Ruibal García,Aitor Ruibal García,Spain,24,Left,1,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6852,Jozabed Sánchez Ruiz,Jozabed Sánchez Ruiz,Spain,21,Left,1,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6854,Ramiro Guerra Pereyra,Ramiro Guerra Pereyra,Uruguay,26,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6855,Guillermo Alfonso Maripán Loaysa,Guillermo Alfonso Maripán Loaysa,Chile,6,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6856,Carlos Martín Vigaray,Carlos Martín Vigaray,Spain,2,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6857,Rúben Afonso Borges Semedo,Rúben Afonso Borges Semedo,Portugal,4,Left,1,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6858,Sergio Mora Sánchez,Sergio Mora Sánchez,Spain,14,Left,1,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6859,Nicola Sansone,Nicola Sansone,Italy,18,Right,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6860,Mariano Damián Barbosa,Mariano Damián Barbosa,Argentina,25,Left,1,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6861,Juan Torres Ruiz,Juan Torres Ruiz,Spain,16,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6862,Cédric Bakambu,Cédric Bakambu,"Congo, (Kinshasa)",17,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6863,Mauro Wilney Arambarri Rosa,Mauro Wilney Arambarri Rosa,Uruguay,18,Left,1,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6864,Álvaro José Jiménez Guerrero,Álvaro José Jiménez Guerrero,Spain,7,Right,1,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6865,Francisco José Molinero Calderón,Francisco José Molinero Calderón,Spain,15,Right,1,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6866,Marc Roca Junqué,Marc Roca Junqué,Spain,21,Right,1,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6867,Papa Kouly Diop,Papa Kouly Diop,Senegal,8,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6868,Bruno Alexandre Vilela Gama,Bruno Alexandre Vilela Gama,Portugal,21,Right,1,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6869,Alejandro Arribas Garrido,Alejandro Arribas Garrido,Spain,14,Left,1,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6870,José Manuel Jurado Marín,José Manuel Jurado Marín,Spain,10,Right,1,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6872,Bruno González Cabrera,Bruno González Cabrera,Spain,6,Left,1,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6873,Francisco Portillo Soler,Francisco Portillo Soler,Spain,8,Right,1,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6874,Ermedin Demirović,Ermedin Demirović,Bosnia and Herzegovina,29,Right,1,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6875,Alexander Szymanowski,Alexander Szymanowski,Argentina,11,Right,1,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6876,Róbert Mazáň,Róbert Mazáň,Slovakia,15,Left,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
6877,Yeray Álvarez López,Yeray Álvarez López,Spain,5,Right,1,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
